rated,created_at,last_move_at,turns,victory_status,winner,white_id,white_rating,black_id,black_rating,opening_eco,opening_name,opening_ply,increment_base,increment_bonus,n_moves_played,first_move,last_move
0,1502910000000.0,1502910000000.0,70,1,0,5374,1607,2588,1557,2,61,1,5,8,70,15,980
0,1502910000000.0,1502910000000.0,42,3,2,2533,1557,702,1632,101,1327,7,10,0,42,13,1440
1,1490290000000.0,1490290000000.0,177,2,2,864,1535,2588,1609,209,526,11,10,3,177,13,1567
1,1490290000000.0,1490290000000.0,114,1,0,55,1713,2588,1558,0,437,2,10,2,114,16,980
1,1490290000000.0,1490290000000.0,57,3,2,2533,1497,57,1730,71,774,2,10,2,57,13,1453
1,1490280000000.0,1490290000000.0,57,3,2,8232,1437,2588,1552,201,462,5,7,3,57,13,877
0,1472840000000.0,1472840000000.0,82,0,1,6629,1516,2588,1552,3,61,2,10,0,82,15,1317
1,1471100000000.0,1471100000000.0,29,1,2,2533,1513,835,1456,121,1194,5,7,3,29,13,876
1,1440990000000.0,1440990000000.0,70,3,0,6356,1355,2588,1478,206,522,7,10,0,70,13,1685
1,1504010000000.0,1504010000000.0,97,1,2,8173,1638,3460,1614,206,463,6,10,0,97,13,786
1,1503970000000.0,1503980000000.0,99,3,2,8173,1613,6945,1934,83,142,11,6,5,99,13,318
0,1503970000000.0,1503970000000.0,74,3,0,2761,1865,8103,1613,242,982,5,10,0,74,11,1875
1,1503970000000.0,1503970000000.0,48,1,0,6644,1776,8103,1587,239,961,2,8,0,48,11,992
1,1503880000000.0,1503880000000.0,77,1,2,8173,1568,5455,1593,162,357,6,15,0,77,13,113
1,1503880000000.0,1503880000000.0,80,3,0,5370,1605,8103,1546,72,1135,6,15,0,80,13,285
1,1503880000000.0,1503880000000.0,35,3,2,8173,1518,7814,1709,71,756,5,8,0,35,13,1161
1,1503880000000.0,1503880000000.0,33,3,2,7878,1728,8103,1527,265,1188,8,10,0,33,11,1087
1,1503870000000.0,1503870000000.0,87,1,2,8173,1515,1220,1379,72,1141,4,10,0,87,13,492
1,1503870000000.0,1503870000000.0,40,3,0,8173,1538,4010,1501,77,1010,4,10,0,40,13,456
1,1503870000000.0,1503870000000.0,54,3,0,3888,1511,8103,1516,264,874,4,10,0,54,11,1830
1,1503870000000.0,1503870000000.0,67,3,0,4924,1464,8103,1495,220,1081,9,10,0,67,13,291
1,1503870000000.0,1503870000000.0,21,1,2,8173,1470,5000,1475,191,645,4,10,0,21,13,1201
1,1503870000000.0,1503870000000.0,14,1,0,6427,1490,8103,1440,201,503,6,10,0,14,13,1168
0,1502640000000.0,1502650000000.0,71,3,2,5904,1611,9054,1974,273,913,18,15,15,71,2,253
1,1502630000000.0,1502630000000.0,72,2,0,5904,1611,9087,1945,319,727,8,10,0,72,11,1367
1,1502600000000.0,1502600000000.0,62,3,0,8965,1584,5958,1611,29,270,5,10,0,62,2,914
1,1502590000000.0,1502590000000.0,48,3,0,6895,1942,5958,1611,0,1433,1,10,0,48,12,547
1,1502550000000.0,1502550000000.0,6,2,0,5474,1217,5958,1611,197,293,6,10,2,6,13,557
1,1502550000000.0,1502550000000.0,69,0,1,5904,1611,6841,2059,277,1181,12,20,0,69,11,908
1,1502500000000.0,1502500000000.0,72,3,2,5904,1611,3390,1478,96,1337,4,15,15,72,2,297
1,1502500000000.0,1502500000000.0,40,1,0,3248,1486,5958,1552,195,646,5,15,15,40,13,1093
1,1502500000000.0,1502500000000.0,29,1,2,5904,1453,3390,1496,77,682,2,15,15,29,13,954
1,1502500000000.0,1502500000000.0,44,3,2,5904,1340,3188,1326,36,214,2,15,15,44,11,305
1,1502500000000.0,1502500000000.0,59,1,2,1896,1532,5958,1500,152,371,3,10,0,59,13,870
1,1504140000000.0,1504140000000.0,115,3,2,2355,1560,6938,1557,185,550,6,10,0,115,13,1921
1,1504140000000.0,1504140000000.0,70,3,0,2355,1571,8716,1577,3,62,2,10,0,70,15,1272
1,1504140000000.0,1504140000000.0,36,3,0,2355,1580,2806,1617,3,61,2,10,0,36,15,1124
1,1504050000000.0,1504050000000.0,83,3,2,6799,1531,2398,1593,197,295,7,10,0,83,13,1486
1,1504050000000.0,1504050000000.0,99,0,1,4753,1449,2398,1597,199,299,9,10,0,99,13,726
1,1503950000000.0,1503960000000.0,43,3,2,6521,1743,2398,1604,185,564,6,10,0,43,13,1452
1,1503950000000.0,1503950000000.0,89,3,2,7234,1604,2398,1614,199,305,8,10,0,89,13,1082
1,1503520000000.0,1503520000000.0,96,3,0,6097,1550,2398,1605,239,977,3,10,0,96,11,905
0,1503460000000.0,1503460000000.0,116,1,0,6620,1630,2398,1605,193,781,8,10,0,116,13,569
0,1503440000000.0,1503440000000.0,78,1,0,2247,1475,2398,1605,0,434,1,15,0,78,16,1556
0,1503440000000.0,1503440000000.0,77,1,2,2355,1605,2283,1475,2,61,1,15,0,77,15,957
0,1503440000000.0,1503440000000.0,70,1,0,2247,1475,2398,1605,171,663,3,15,0,70,13,783
0,1503430000000.0,1503430000000.0,27,3,2,868,1570,2398,1605,193,1018,7,10,0,27,13,178
0,1503420000000.0,1503420000000.0,102,3,0,2355,1605,4132,1500,2,61,1,10,0,102,15,1270
0,1503420000000.0,1503420000000.0,21,3,2,4009,1500,2398,1605,198,298,9,10,0,21,13,1130
0,1503420000000.0,1503420000000.0,33,3,2,2355,1605,4132,1500,2,61,1,10,0,33,15,666
0,1503380000000.0,1503380000000.0,74,3,0,6825,1513,2398,1605,193,1035,5,10,0,74,13,692
1,1504270000000.0,1504270000000.0,65,3,2,2693,1790,1421,1874,0,827,1,25,5,65,7,1543
1,1504270000000.0,1504270000000.0,81,3,2,1397,1864,229,1805,94,1221,5,25,5,81,13,1542
1,1504220000000.0,1504220000000.0,45,3,0,855,1496,1421,1861,41,458,3,25,5,45,11,1834
1,1504200000000.0,1504200000000.0,52,3,2,1397,1851,9198,1853,218,1047,8,25,5,52,13,296
1,1504190000000.0,1504190000000.0,51,3,2,7930,1861,1421,1863,82,111,4,10,0,51,1,1555
1,1504190000000.0,1504190000000.0,48,0,1,8284,1618,8896,1609,152,352,3,10,0,48,13,563
1,1504190000000.0,1504190000000.0,20,3,0,8997,1620,8219,1607,0,1433,1,10,0,20,12,2018
1,1504190000000.0,1504190000000.0,50,1,0,8284,1621,3867,1496,99,1314,5,10,0,50,13,1165
1,1504190000000.0,1504190000000.0,98,3,0,8284,1633,8298,1581,192,785,5,10,0,98,13,1278
1,1504190000000.0,1504190000000.0,106,1,0,8364,1623,8219,1623,211,1072,6,10,0,106,13,798
1,1504190000000.0,1504190000000.0,19,3,2,8284,1612,5643,1614,201,462,5,10,0,19,13,716
1,1504190000000.0,1504190000000.0,22,3,2,2787,1605,8219,1624,201,495,8,10,0,22,13,988
1,1504050000000.0,1504050000000.0,114,0,1,1169,1693,8219,1621,343,460,4,10,0,114,11,984
1,1504050000000.0,1504050000000.0,69,3,0,8284,1631,1198,1684,117,1194,4,10,0,69,13,1446
1,1504050000000.0,1504050000000.0,34,1,0,8879,1636,8219,1619,204,470,8,10,0,34,13,1216
1,1504050000000.0,1504050000000.0,40,1,0,8284,1613,4526,1617,208,532,8,10,0,40,13,1672
1,1504050000000.0,1504050000000.0,108,3,0,8284,1627,2829,1495,201,499,6,10,0,108,13,1463
1,1504050000000.0,1504050000000.0,27,3,2,2774,1480,8219,1643,174,67,3,10,0,27,13,577
1,1504030000000.0,1504030000000.0,63,3,2,8284,1631,8898,1652,99,1314,5,10,0,63,13,231
1,1504030000000.0,1504030000000.0,31,3,2,8497,1687,8219,1641,195,843,5,10,0,31,13,1878
1,1504030000000.0,1504030000000.0,71,3,2,8284,1630,5307,1638,206,463,6,10,0,71,13,1206
1,1504020000000.0,1504030000000.0,92,1,0,4942,1414,8219,1624,211,1072,6,10,0,92,13,939
1,1504020000000.0,1504020000000.0,47,1,2,8284,1619,5021,1419,208,518,7,10,0,47,13,1207
1,1504020000000.0,1504020000000.0,56,3,0,8284,1629,2793,1659,193,778,5,10,0,56,13,1706
1,1504020000000.0,1504020000000.0,48,3,2,2743,1649,8219,1639,174,67,3,10,0,48,13,312
1,1504020000000.0,1504020000000.0,124,3,0,5238,1677,8219,1627,0,827,1,10,0,124,7,324
1,1504020000000.0,1504020000000.0,49,1,2,2959,1705,8219,1636,196,1154,8,10,0,49,13,759
1,1504020000000.0,1504020000000.0,64,3,0,8284,1647,8473,1635,150,1296,13,10,0,64,13,1352
1,1503970000000.0,1503970000000.0,29,3,2,8284,1637,8379,1627,204,466,7,10,0,29,13,1895
1,1503950000000.0,1503960000000.0,45,3,2,8284,1626,5885,1631,201,462,5,10,0,45,13,1974
1,1503940000000.0,1503940000000.0,96,3,0,5543,1602,8219,1615,185,550,6,10,0,96,13,1790
1,1503940000000.0,1503940000000.0,92,3,0,7601,1634,8219,1603,174,67,3,10,0,92,13,1831
1,1503940000000.0,1503940000000.0,40,1,0,3813,1611,8219,1591,201,494,9,10,0,40,13,101
1,1503940000000.0,1503940000000.0,123,1,2,8284,1579,3946,1623,205,496,19,10,0,123,13,18
1,1503940000000.0,1503940000000.0,129,1,2,3542,1995,8219,1581,5,590,4,10,0,129,2,1972
1,1503940000000.0,1503940000000.0,120,1,0,1250,1589,8219,1569,303,426,9,10,0,120,11,1219
1,1503870000000.0,1503870000000.0,71,0,1,8284,1570,7149,1555,206,463,6,10,0,71,13,1334
1,1503850000000.0,1503850000000.0,97,1,2,8284,1559,2803,1557,152,352,3,10,0,97,13,998
1,1503850000000.0,1503850000000.0,60,3,2,2753,1546,8219,1571,41,443,2,10,0,60,11,198
1,1503620000000.0,1503620000000.0,57,3,2,2012,1550,8219,1567,91,1360,6,10,0,57,13,22
1,1503620000000.0,1503620000000.0,38,3,2,8284,1560,181,1419,83,117,5,5,7,38,11,312
1,1503510000000.0,1503510000000.0,111,3,2,9209,1840,8219,1564,196,1158,8,8,0,111,13,1733
1,1503170000000.0,1503170000000.0,119,3,0,3345,1660,8219,1549,45,209,4,10,0,119,11,346
1,1503080000000.0,1503080000000.0,33,1,2,8284,1534,3173,1678,192,783,5,10,0,33,13,995
1,1502650000000.0,1502650000000.0,32,3,2,8217,1789,8219,1538,311,98,6,10,0,32,11,602
1,1502190000000.0,1502190000000.0,96,3,0,6864,1841,8338,1921,173,166,8,15,0,96,13,615
1,1501840000000.0,1501840000000.0,92,0,1,8406,1926,2629,1737,4,1466,2,8,10,92,2,320
1,1501770000000.0,1501770000000.0,64,3,0,272,1629,8338,1887,239,962,3,8,2,64,12,1706
1,1501770000000.0,1501770000000.0,10,3,0,8766,1860,8338,1712,188,556,7,5,5,10,13,1998
1,1501600000000.0,1501600000000.0,85,3,2,8406,1500,2347,1568,9,1007,4,20,8,85,2,447
1,1503980000000.0,1503980000000.0,40,3,0,4176,1780,722,2132,144,1296,10,10,0,40,13,232
1,1503350000000.0,1503350000000.0,58,3,0,7247,966,3795,1124,72,1125,2,10,0,58,13,1681
1,1502930000000.0,1502930000000.0,26,2,0,3419,884,7290,951,1,739,2,15,15,26,6,1966
1,1502640000000.0,1502640000000.0,4,2,0,7247,945,921,1070,191,635,3,15,15,4,13,67
1,1502530000000.0,1502530000000.0,118,1,0,7247,971,1284,1149,71,656,3,10,0,118,11,2027
1,1502410000000.0,1502410000000.0,11,1,2,1928,1238,7290,985,0,1433,1,15,15,11,12,954
1,1502390000000.0,1502390000000.0,163,2,1,7247,972,3421,1247,19,247,2,10,0,163,9,306
1,1502390000000.0,1502390000000.0,95,1,2,1149,1107,7290,961,71,757,4,10,0,95,11,798
1,1502380000000.0,1502380000000.0,37,3,0,7247,974,2948,1129,239,967,3,10,0,37,11,307
1,1502320000000.0,1502330000000.0,101,1,2,6937,1203,7290,970,172,164,3,10,2,101,13,1454
1,1502320000000.0,1502320000000.0,80,2,0,7247,998,4376,937,152,361,5,10,0,80,13,330
1,1502320000000.0,1502320000000.0,78,3,0,7247,1016,6912,1126,0,1433,1,10,0,78,12,1913
1,1502270000000.0,1502270000000.0,89,2,1,7247,1025,5163,1153,153,358,4,10,0,89,11,337
1,1502270000000.0,1502270000000.0,42,1,0,7247,1047,1342,1151,241,967,4,10,0,42,11,1120
1,1502230000000.0,1502230000000.0,8,2,0,3034,998,7290,1016,195,845,6,10,0,8,13,557
1,1502230000000.0,1502230000000.0,101,2,2,3365,1127,7290,1044,171,661,3,10,0,101,13,1471
1,1502150000000.0,1502150000000.0,65,2,2,7247,1020,1956,1200,241,992,3,10,0,65,11,369
1,1502140000000.0,1502140000000.0,60,1,0,7247,1069,1826,1071,241,980,4,10,0,60,11,75
1,1502140000000.0,1502140000000.0,71,0,1,1807,1071,7290,1068,239,977,3,10,0,71,11,396
1,1502120000000.0,1502120000000.0,44,3,0,7247,1115,2128,1223,240,967,4,10,0,44,11,1092
1,1502120000000.0,1502120000000.0,20,3,0,7247,1190,2075,1213,240,967,4,10,0,20,11,1095
1,1502050000000.0,1502050000000.0,41,3,2,7536,1337,7290,1337,191,635,3,10,0,41,13,1665
1,1502050000000.0,1502050000000.0,40,3,0,7247,1500,5635,1500,72,1125,2,10,0,40,13,182
1,1503810000000.0,1503810000000.0,27,3,2,6231,1500,9018,1571,192,790,7,25,25,27,13,195
1,1503760000000.0,1503760000000.0,59,3,0,7937,1367,4283,1866,0,1433,1,15,10,59,12,814
1,1503760000000.0,1503760000000.0,19,1,2,4944,1590,7897,1373,71,774,2,10,0,19,13,1207
1,1503760000000.0,1503760000000.0,50,1,0,7937,1377,8805,1667,0,434,1,10,0,50,16,858
1,1503760000000.0,1503760000000.0,34,3,0,5327,1558,7897,1358,233,1065,15,10,0,34,13,242
1,1503360000000.0,1503360000000.0,15,1,2,7035,1476,7897,1367,71,774,2,5,8,15,13,249
1,1503360000000.0,1503360000000.0,52,3,0,7937,1376,7090,1469,0,1433,1,5,8,52,12,518
1,1503360000000.0,1503360000000.0,65,1,2,7035,1460,7897,1386,71,774,2,5,8,65,13,995
1,1503260000000.0,1503260000000.0,67,3,2,7937,1372,1663,1408,192,785,5,10,0,67,13,533
1,1503090000000.0,1503090000000.0,31,3,0,7937,1373,9317,2148,108,1251,4,5,5,31,13,625
0,1504120000000.0,1504120000000.0,130,1,0,7520,1500,4400,1395,152,311,2,8,0,130,13,795
1,1503860000000.0,1503860000000.0,125,1,2,6648,1382,4400,1414,153,343,5,8,0,125,13,1009
1,1503790000000.0,1503790000000.0,76,3,0,195,1320,4400,1400,152,352,3,15,5,76,13,1681
1,1503780000000.0,1503790000000.0,121,3,2,4290,1383,200,1330,42,1421,3,15,5,121,11,302
0,1503780000000.0,1503780000000.0,53,3,2,4290,1383,2885,1242,241,992,3,30,0,53,11,1125
1,1503500000000.0,1503500000000.0,116,2,0,158,1469,4400,1357,154,323,9,16,0,116,13,284
0,1503340000000.0,1503340000000.0,47,3,2,2139,959,4400,1357,0,181,4,25,0,47,18,755
0,1503330000000.0,1503340000000.0,53,3,2,4290,1357,2171,959,239,977,3,25,0,53,11,1079
0,1503330000000.0,1503330000000.0,76,1,0,2139,959,4400,1357,0,181,4,25,0,76,18,786
1,1503370000000.0,1503370000000.0,110,0,1,1414,1588,5585,1691,201,495,8,15,10,110,13,435
1,1503260000000.0,1503260000000.0,67,1,2,1414,1541,3228,1586,103,1201,9,15,3,67,13,1186
1,1503250000000.0,1503250000000.0,17,3,2,1414,1517,3029,1320,191,210,4,30,5,17,13,1125
1,1503240000000.0,1503250000000.0,39,1,2,6770,1569,1443,1569,1,735,2,25,15,39,6,1036
1,1503190000000.0,1503190000000.0,94,3,0,6786,1563,1443,1498,155,374,5,30,0,94,11,834
1,1503180000000.0,1503180000000.0,37,3,2,7094,1903,1443,1512,319,727,8,10,10,37,11,597
1,1502890000000.0,1502900000000.0,37,1,2,554,1612,2682,1450,84,134,5,20,0,37,13,474
0,1502890000000.0,1502890000000.0,34,3,2,8088,1327,2682,1450,71,137,3,15,15,34,13,109
0,1502890000000.0,1502890000000.0,41,2,2,4148,1245,2682,1450,83,117,5,10,0,41,13,950
0,1502890000000.0,1502890000000.0,30,3,0,7145,1921,2682,1451,191,665,4,15,7,30,13,1771
1,1502480000000.0,1502480000000.0,51,3,2,5131,1462,2682,1464,0,406,3,10,0,51,18,1589
1,1502480000000.0,1502480000000.0,79,1,2,2638,1450,8468,1486,184,546,6,10,0,79,13,995
1,1502480000000.0,1502480000000.0,83,3,2,2638,1439,6390,1418,184,544,5,10,0,83,13,629
1,1501700000000.0,1501700000000.0,14,3,0,116,1728,7925,1500,206,514,6,8,8,14,13,737
1,1504180000000.0,1504180000000.0,21,3,2,3062,1547,4814,1563,73,21,4,10,0,21,13,192
1,1504170000000.0,1504180000000.0,47,3,2,7559,1863,4814,1567,73,0,2,10,0,47,13,343
1,1504170000000.0,1504170000000.0,38,3,2,4728,1559,355,1423,36,433,2,10,0,38,11,305
1,1504170000000.0,1504170000000.0,34,3,0,4728,1570,427,1611,77,688,7,10,0,34,11,1878
1,1504170000000.0,1504170000000.0,39,3,2,2679,1562,4814,1582,74,0,6,10,0,39,13,1224
1,1504000000000.0,1504000000000.0,43,3,2,4728,1576,7321,1386,239,977,3,5,9,43,11,2031
1,1504000000000.0,1504000000000.0,41,1,2,3559,1353,4814,1595,81,113,3,5,8,41,9,995
1,1503980000000.0,1503980000000.0,49,3,2,4728,1591,5990,1326,239,977,3,16,7,49,11,2050
1,1503980000000.0,1503980000000.0,38,2,0,187,1560,4814,1580,73,21,4,10,10,38,13,716
1,1503240000000.0,1503240000000.0,70,2,0,6556,1727,4814,1574,72,1143,4,5,5,70,13,1434
1,1503240000000.0,1503240000000.0,48,3,0,4728,1579,797,1841,307,448,4,10,0,48,11,574
1,1502280000000.0,1502280000000.0,50,3,0,5023,1877,4814,1558,163,372,11,10,0,50,13,1356
1,1502280000000.0,1502280000000.0,57,3,2,4728,1536,8493,1962,41,1423,3,10,0,57,11,1662
1,1502270000000.0,1502280000000.0,148,2,1,4728,1529,2981,1763,239,977,3,10,0,148,11,301
1,1502270000000.0,1502270000000.0,62,1,0,7286,1590,4814,1515,72,1143,4,10,7,62,13,1432
1,1501820000000.0,1501820000000.0,29,3,2,7348,1653,4814,1522,61,191,2,10,0,29,11,247
1,1501820000000.0,1501820000000.0,52,1,0,5199,1675,4814,1505,72,1145,6,10,0,52,13,980
1,1501820000000.0,1501820000000.0,26,1,0,5925,1547,4814,1491,72,1145,6,10,0,26,13,1018
1,1501820000000.0,1501820000000.0,59,3,0,4728,1507,6107,1399,36,283,2,10,0,59,11,1315
1,1501820000000.0,1501820000000.0,2,0,1,5251,1641,4814,1502,72,1125,2,10,0,2,13,1878
1,1501820000000.0,1501820000000.0,195,0,1,4728,1496,8444,1703,44,674,5,10,0,195,11,386
1,1501820000000.0,1501820000000.0,56,3,0,5305,1482,4814,1484,72,1143,4,10,0,56,13,289
1,1501810000000.0,1501810000000.0,40,3,0,4728,1486,8350,1909,36,682,2,10,0,40,11,1919
1,1501810000000.0,1501810000000.0,31,1,2,5343,1919,4814,1488,11,243,2,10,0,31,9,1033
1,1501810000000.0,1501810000000.0,60,3,0,4728,1488,8763,2192,41,443,2,10,0,60,11,906
1,1501810000000.0,1501810000000.0,45,3,2,4728,1470,874,1684,239,977,3,10,0,45,11,695
1,1501670000000.0,1501670000000.0,63,0,1,4728,1465,3648,1659,62,195,3,5,8,63,11,866
1,1501670000000.0,1501670000000.0,17,3,2,3346,1586,4814,1473,241,976,5,10,0,17,2,76
1,1501670000000.0,1501670000000.0,34,3,2,6024,1548,4814,1488,74,0,6,10,0,34,13,1291
1,1501670000000.0,1501670000000.0,36,1,0,4728,1500,1636,1501,41,443,2,10,0,36,11,1018
1,1501660000000.0,1501670000000.0,62,1,0,4038,1509,4814,1487,76,16,8,10,0,62,13,546
1,1501660000000.0,1501660000000.0,46,0,1,4094,1356,4814,1491,72,1125,2,7,5,46,13,184
1,1501650000000.0,1501650000000.0,34,3,0,4728,1495,7998,1771,41,443,2,10,0,34,11,1878
1,1504020000000.0,1504020000000.0,38,3,2,1370,1529,2972,1639,152,352,3,5,5,38,13,563
1,1504020000000.0,1504020000000.0,107,3,2,2903,1631,1389,1537,192,792,6,5,5,107,13,999
1,1504020000000.0,1504020000000.0,42,3,0,1370,1546,2972,1621,121,1195,6,5,5,42,13,2014
1,1504020000000.0,1504020000000.0,35,3,2,6766,1568,2972,1636,152,361,5,5,5,35,13,1697
1,1503670000000.0,1503670000000.0,122,1,0,3112,1354,2972,1631,152,369,5,5,5,122,13,753
1,1503670000000.0,1503670000000.0,71,1,2,2903,1626,3235,1384,120,1214,7,5,5,71,13,798
1,1503330000000.0,1503330000000.0,42,3,0,2903,1639,2459,1813,77,690,6,5,5,42,13,662
1,1503080000000.0,1503080000000.0,2,2,0,2903,1646,3708,1795,239,961,2,5,5,2,11,1878
1,1503080000000.0,1503080000000.0,11,3,2,2903,1646,8606,939,248,1377,4,5,5,11,11,459
1,1503080000000.0,1503080000000.0,54,3,0,2903,1657,4691,1678,79,819,8,5,5,54,13,1718
1,1503080000000.0,1503080000000.0,58,3,2,4612,1667,2972,1668,77,695,5,5,5,58,13,758
1,1503080000000.0,1503080000000.0,42,3,0,2903,1683,432,1599,181,574,4,5,5,42,13,1694
1,1503080000000.0,1503080000000.0,116,0,1,437,1596,2972,1686,36,682,2,5,5,116,11,1443
1,1502990000000.0,1502990000000.0,74,1,0,122,1769,2972,1659,10,245,2,5,5,74,9,1695
1,1502990000000.0,1502990000000.0,54,1,0,2903,1668,127,1761,36,433,2,5,5,54,11,980
1,1502990000000.0,1502990000000.0,85,3,2,122,1752,2972,1677,15,225,2,5,5,85,9,659
1,1502990000000.0,1502990000000.0,38,3,0,2903,1688,127,1743,111,1268,10,5,5,38,13,200
1,1502990000000.0,1502990000000.0,41,3,2,2210,1582,2972,1704,152,352,3,5,5,41,13,1079
1,1502990000000.0,1502990000000.0,121,1,2,2903,1693,2937,1666,120,1214,7,5,5,121,13,1562
1,1502990000000.0,1502990000000.0,30,3,0,2866,1676,2972,1680,152,352,3,5,5,30,13,677
1,1502900000000.0,1502900000000.0,64,3,0,1844,1142,2972,1679,239,962,3,10,3,64,12,1436
1,1502900000000.0,1502900000000.0,15,1,2,2903,1678,1855,1148,172,185,10,10,3,15,13,1183
1,1502900000000.0,1502900000000.0,40,3,0,1844,1154,2972,1676,0,677,1,10,3,40,10,1784
1,1502900000000.0,1502900000000.0,128,0,1,2903,1686,1855,1098,71,159,2,10,3,128,13,362
1,1502900000000.0,1502900000000.0,48,3,0,1844,1102,2972,1685,0,827,1,10,3,48,7,1455
1,1502900000000.0,1502900000000.0,51,1,2,2903,1684,1855,1107,153,358,4,10,3,51,13,1186
1,1502900000000.0,1502900000000.0,71,3,0,3232,1493,2972,1678,152,311,2,5,5,71,13,1431
1,1502890000000.0,1502890000000.0,60,3,2,7725,1525,2972,1693,241,992,3,5,5,60,11,1540
1,1502820000000.0,1502820000000.0,58,1,0,7939,1709,2972,1681,36,433,2,5,5,58,11,1717
1,1502810000000.0,1502820000000.0,60,3,0,2903,1692,7901,1699,3,62,2,5,5,60,15,550
1,1502810000000.0,1502810000000.0,40,3,2,7939,1688,2972,1704,10,245,2,5,5,40,9,1335
1,1502810000000.0,1502810000000.0,29,2,2,2903,1699,4456,1497,11,243,2,5,5,29,9,785
1,1502810000000.0,1502810000000.0,98,3,0,2903,1703,4950,1943,15,225,2,5,5,98,9,519
1,1502810000000.0,1502810000000.0,71,3,0,5422,1694,2972,1692,162,357,6,5,5,71,13,1282
1,1502810000000.0,1502810000000.0,135,0,1,2903,1696,2635,1564,10,245,2,5,5,135,9,103
1,1502810000000.0,1502810000000.0,34,1,0,2574,1572,2972,1688,153,343,5,5,5,34,13,980
1,1502810000000.0,1502810000000.0,60,1,0,9004,1392,2972,1684,159,383,6,5,5,60,11,939
1,1502730000000.0,1502730000000.0,47,3,0,2903,1707,2302,1696,31,279,3,5,5,47,9,323
1,1502730000000.0,1502730000000.0,23,3,2,2257,1684,2972,1720,247,928,7,5,5,23,11,757
1,1502730000000.0,1502730000000.0,78,1,0,2903,1733,2302,1672,28,269,2,5,5,78,9,855
1,1502730000000.0,1502730000000.0,35,1,2,2903,1721,4699,1736,343,593,6,5,5,35,9,1033
1,1502730000000.0,1502730000000.0,53,3,2,4619,1724,2972,1733,8,585,4,5,5,53,2,179
1,1502730000000.0,1502730000000.0,120,1,0,2903,1746,4699,1712,11,243,2,5,5,120,9,1351
1,1502730000000.0,1502730000000.0,41,1,2,2903,1741,3114,1496,13,217,2,5,5,41,9,1207
1,1504210000000.0,1504220000000.0,42,3,0,8264,1295,1215,1240,249,1381,7,15,15,42,11,1110
1,1503470000000.0,1503470000000.0,63,3,2,2771,1430,8200,1302,242,982,5,15,2,63,11,1600
0,1503360000000.0,1503360000000.0,23,3,0,8264,1302,6634,1248,245,943,4,15,2,23,11,1315
1,1502750000000.0,1502750000000.0,32,3,0,8264,1314,7641,1270,258,868,5,10,0,32,11,518
0,1502490000000.0,1502490000000.0,73,3,2,3283,1445,8200,1314,265,907,5,15,2,73,11,325
1,1502430000000.0,1502430000000.0,90,3,0,8264,1321,3981,1451,280,896,7,15,15,90,11,1139
1,1502400000000.0,1502400000000.0,41,1,2,9256,1300,8200,1333,119,1211,6,15,15,41,13,1207
1,1502320000000.0,1502320000000.0,43,3,2,8264,1318,5790,1449,245,943,4,15,2,43,11,1152
1,1502320000000.0,1502320000000.0,38,3,0,7485,1450,8200,1303,60,51,17,15,2,38,11,2037
1,1502300000000.0,1502300000000.0,41,1,2,8264,1290,2581,1367,258,868,5,15,2,41,11,873
1,1502250000000.0,1502250000000.0,84,3,0,8264,1300,2830,1330,268,888,9,15,2,84,11,787
1,1502240000000.0,1502240000000.0,56,3,0,1979,1209,8200,1291,1,742,5,15,2,56,6,1272
1,1502230000000.0,1502230000000.0,30,3,0,8264,1299,2973,1418,265,1178,6,15,2,30,11,155
0,1502130000000.0,1502130000000.0,6,3,2,6007,1814,8200,1299,201,462,5,40,20,6,13,424
1,1502080000000.0,1502080000000.0,67,3,2,7931,1348,8200,1308,171,661,3,15,2,67,13,556
1,1502040000000.0,1502040000000.0,56,3,0,8264,1318,8315,1366,258,868,5,15,2,56,11,341
1,1502000000000.0,1502000000000.0,103,3,2,3766,1324,8200,1329,195,844,6,15,2,103,13,2040
1,1501960000000.0,1501960000000.0,40,1,0,8264,1345,3052,1187,258,868,5,15,2,40,11,1389
1,1501920000000.0,1501920000000.0,52,3,0,8264,1352,3157,1149,265,907,5,15,2,52,11,1681
1,1501870000000.0,1501870000000.0,57,0,1,8264,1350,2325,1429,268,887,10,15,2,57,11,332
1,1501820000000.0,1501820000000.0,23,3,2,6494,1403,8200,1340,36,291,3,15,2,23,12,625
1,1501570000000.0,1501570000000.0,39,1,2,8264,1322,2970,1072,258,868,5,15,2,39,11,249
1,1501530000000.0,1501530000000.0,52,3,0,8264,1331,6293,1382,247,926,4,15,2,52,11,1335
1,1501530000000.0,1501530000000.0,41,3,2,6247,1373,8200,1341,259,869,6,15,2,41,11,1390
